Go here,ftp://ftp.srl.caltech.edu/pub/,Go to nustar/from_hassif/straylight_triage,,,,"Bad = No stray light, Good = Obvious stray light from this source, Easy = ONLY stray light from this source",
Name,,Sequence ID,Off-axis (deg),Exposure (ks),Checked By:,Good / Bad / Easy,Notes
IGR J17254-3257,4U1728m34,80001012004,1.612429784,26342.1347,,,
IGR J17254-3257,GX_354m0,30101051002,1.642941677,53342.219,,,
IGR J17254-3257,Rapid_Burster,90101009002,1.706229078,46648.8785,,,
IGR J17254-3257,CXOU_J173324d6m332321,90401321002,1.746135088,55194.0476,,,
IGR J17254-3257,Swift_J1728d9m3613,90501303002,3.324189618,16764.6675,,,
IGR J17254-3257,4U_1728m34,90501312002,1.622321039,19309.474,,,
IGR J17254-3257,Swift_J1756_SADA_19173,90501029002,1.474869256,680.4388,,,
IGR J17254-3257,228.8395457,245.6042132,,,,,
,,,,,,,
IGR J17464-2811,1E1740d7m2942,10002012001,1.763578285,10968.4558,,,
IGR J17464-2811,1E1740d7m2942,10002021001,1.769531618,2172.0005,,,
IGR J17464-2811,1E1740d7m2942,10002021003,1.721230537,6125.2671,,,
IGR J17464-2811,IGRJ17544m2619,30002003002,2.440852022,17533.22,,,
IGR J17464-2811,IGRJ17544m2619,30002003003,2.421014004,26238.4995,,,
IGR J17464-2811,G1d9p0d3,40001015002,1.012205475,8913.9606,,,
IGR J17464-2811,G1d9p0d3,40001015003,1.02301519,85397.4212,,,
IGR J17464-2811,G1d9p0d3,40001015005,1.024827678,121641.8301,,,
IGR J17464-2811,G1d9p0d3,40001015007,1.024090408,144685.1722,,,
IGR J17464-2811,GalSurvey_B_MOS001,40032001002,1.596955591,40616.2075,,,
IGR J17464-2811,GalSurvey_B_MOS002,40032002001,1.597459968,40774.2278,,,
IGR J17464-2811,GalSurvey_B_MOS003,40032003001,1.607032045,40725.8812,,,
IGR J17464-2811,GalSurvey_B_MOS005,40032005002,1.49348815,26124.1003,,,
IGR J17464-2811,GalSurvey_B_MOS004,40032004002,1.49811413,23023.4738,,,
IGR J17464-2811,GalSurvey_B_MOS006,40032006001,1.500965815,29016.471,,,
IGR J17464-2811,GalSurvey_B_MOS007,40032007001,1.393457162,31361.8227,,,
IGR J17464-2811,GalSurvey_B_MOS008,40032008001,1.393059232,35380.106,,,
IGR J17464-2811,GalSurvey_B_MOS009,40032009002,1.408891658,43058.7938,,,
IGR J17464-2811,GalSurvey_B_MOS010,40032010001,1.293941167,42946.6894,,,
IGR J17464-2811,GalSurvey_B_MOS011,40032011001,1.299051131,42789.9038,,,
IGR J17464-2811,GalSurvey_B_MOS012,40032012002,1.303440061,40051.625,,,
IGR J17464-2811,GalSurvey_B_MOS013,40032013002,1.210892407,41691.725,,,
IGR J17464-2811,GalSurvey_B_MOS014,40032014002,1.217822039,44783.14,,,
IGR J17464-2811,GalSurvey_B_MOS015,40032015001,1.230230453,41500.3292,,,
IGR J17464-2811,GRS1739m278,80002018002,1.097512851,29713.6445,,,
IGR J17464-2811,GalSurvey_B_MOS016,40032016001,1.108469056,41748.7727,,,
IGR J17464-2811,GalSurvey_B_MOS017,40032017002,1.100838594,40273.7648,,,
IGR J17464-2811,GalSurvey_B_MOS018,40032018002,1.107016026,42013.971,,,
IGR J17464-2811,GRS1734m292,60061279002,2.37828682,20292.5873,,,
IGR J17464-2811,GalSurvey_B_MOS019,40032019002,1.005529965,43092.4324,,,
IGR J17464-2811,IGRJ17454m2919,80001046002,1.247463013,29408.6611,,,
IGR J17464-2811,GalSurvey_B_MOS020,40032020002,1.0099794,39103.9854,,,
IGR J17464-2811,GalSurvey_B_MOS021,40032021001,1.02395689,39405.1029,,,
IGR J17464-2811,IGRJ17544m2619,90001005002,2.473542845,79252.215,,,
IGR J17464-2811,IGR_J17511m3057,90101001002,2.890552751,42244.8923,,,
IGR J17464-2811,GRS_1739m278,80101050002,1.119840522,43382.9711,,,
IGR J17464-2811,GCR_Block_B1,40112003002,1.57832779,55534.2903,,,
IGR J17464-2811,GCR_Block_B2,40112004001,1.556382277,53375.7853,,,
IGR J17464-2811,COm0d4m0d22,90201020002,1.292921626,93528.3391,,,
IGR J17464-2811,GRS_1739m278,80102101002,1.115715957,27137.2417,,,
IGR J17464-2811,GRS_1739m278,80102101004,1.120980096,25899.4087,,,
IGR J17464-2811,GRS_1739m278,80102101005,1.13402811,27023.153,,,
IGR J17464-2811,IGRJ17329m2731,90301012002,3.273163833,20846.0337,,,
IGR J17464-2811,GX_3p1,30363001002,1.591034844,13664.2019,,,
IGR J17464-2811,Swift_J1756d9m2508,90402313002,3.795240488,39476.062,,,
IGR J17464-2811,Swift_J1756d9m2508,90402313004,3.82901206,60978.1803,,,
IGR J17464-2811,GRS_1734m292,60301010002,2.318386764,26020.3307,,,
IGR J17464-2811,IGR_J17503m2636,90401333002,1.679736943,39101.1763,,,
IGR J17464-2811,Swift_J1756d9m2508,90501329001,3.732850221,37737.7448,,,
IGR J17464-2811,1627.155506,1997.775272,,,,,
,,,,,,,
LSI +61 303,HB89_0241p622,60160125002,1.39013002,23376.0712,,,
LSI +61 303,23.3760712,23.3760712,,,,,
,,,,,,,
4U 1705-32,2MASSJ16561677m3302127,60160657002,2.783198911,21139.7662,,,
4U 1705-32,H1658m298,90101013002,2.783834712,51505.2459,,,
4U 1705-32,H1658m298,90201017002,2.796028721,26771.9022,,,
4U 1705-32,Swift_J1756_SADA_19173,90501029002,2.349503746,680.4388,,,
4U 1705-32,0,100.0973531,,,,,
,,,,,,,
QSO B0212+73,3C_58_SADA_18134,30301012001,3.920770882,306.3334,,,
QSO B0212+73,0,0.3063334,,,,,
,,,,,,,
IGR J18214-1318,IGRJ18293m1213,30161002002,2.221983279,29901.4917,,,
IGR J18214-1318,GX_17p2,30101023002,1.442681381,11447.1853,,,
IGR J18214-1318,PSR_J1813m1246,30101044002,1.999860247,55848.0253,,,
IGR J18214-1318,LS_5039,30201034002,1.945965661,178093.1177,,,
IGR J18214-1318,Swift_J1816d7m1613,90201049002,3.08308712,50398.0431,,,
IGR J18214-1318,SwiftJ181723d1m164300,90301009002,3.563286725,35983.4501,,,
IGR J18214-1318,PSR_J1826m1334,30364004002,1.20392345,51845.5252,,,
IGR J18214-1318,SAX_J1818d6m1703,30301025002,3.759321283,53534.3246,,,
IGR J18214-1318,XTE_J1829m098,90401332002,3.989947715,27770.4358,,,
IGR J18214-1318,3XMM_J182855d9m095413,30360004002,3.922304272,42055.7982,,,
IGR J18214-1318,297.2338535,536.877397,,,,,
,,,,,,,
XSS J12270-4859,CSRG0644,60061345002,3.759378092,19872.1683,,,
XSS J12270-4859,2MASXJ12313717m4758019,60160498002,1.092008698,19358.9926,,,
XSS J12270-4859,19.3589926,39.2311609,,,,,
,,,,,,,
IGR J15094-6649,IGRJ14471m6414,60061257002,3.493828154,15041.7666,,,
IGR J15094-6649,0,15.0417666,,,,,
,,,,,,,
AX J1820.5-1434,IGRJ18214m1318,30001140002,1.243298687,26290.4641,,,
AX J1820.5-1434,IGRJ18293m1213,30161002002,3.156877065,29901.4917,,,
AX J1820.5-1434,GX_17p2,30101023002,1.205029168,11447.1853,,,
AX J1820.5-1434,PSR_J1813m1246,30101044002,2.51481409,55848.0253,,,
AX J1820.5-1434,LS_5039,30201034002,1.3865553,178093.1177,,,
AX J1820.5-1434,Swift_J1816d7m1613,90201049002,1.860676064,50398.0431,,,
AX J1820.5-1434,GX_13p1,30301003002,2.934584089,22711.1648,,,
AX J1820.5-1434,SwiftJ181723d1m164300,90301009002,2.308825066,35983.4501,,,
AX J1820.5-1434,PSR_J1826m1334,30364004002,1.65703764,51845.5252,,,
AX J1820.5-1434,SAX_J1818d6m1703,30301025002,2.489845041,53534.3246,,,
AX J1820.5-1434,PSR_J1813m1749,30364003002,3.633597116,26509.8127,,,
AX J1820.5-1434,318.0743354,542.5626046,,,,,
,,,,,,,
IGR J20187+4041,Cyg_A,60001083002,3.572024763,43641.086,,,
IGR J20187+4041,Cyg_A,60001083004,3.579275875,20715.1124,,,
IGR J20187+4041,IGRJ20216p4359,60061298002,3.355745398,21100.1787,,,
IGR J20187+4041,Sh2_104_TeV,30001048002,3.910260691,76577.5594,,,
IGR J20187+4041,WR140,30101004002,3.19979692,20023.2817,,,
IGR J20187+4041,Cyg_X3,10102002002,2.628790709,10168.2473,,,
IGR J20187+4041,QSOB2013p370,60160732002,3.52164551,12669.7608,,,
IGR J20187+4041,WR140,30202002002,3.222684487,19314.6355,,,
IGR J20187+4041,PSR_J2032p4127,90201036002,2.645242086,45558.4241,,,
IGR J20187+4041,WR140,30202002004,3.164483534,52403.9175,,,
IGR J20187+4041,WR_140,30202027002,3.167636829,21835.9902,,,
IGR J20187+4041,WR_140,30202027004,3.170100175,23764.5537,,,
IGR J20187+4041,WR_140,30202027006,3.170323536,19463.7983,,,
IGR J20187+4041,WR_140,30202027008,3.182692321,25105.1066,,,
IGR J20187+4041,Cyg_X3,90202051002,2.660701891,14537.6736,,,
IGR J20187+4041,Cyg_X3,90202051004,2.665401517,14532.858,,,
IGR J20187+4041,WR_140,30302023002,3.216198266,25965.2103,,,
IGR J20187+4041,PSR_J2032p4127,30302002002,2.667259192,37843.4443,,,
IGR J20187+4041,PSR_J2032p4127,90302321002,2.660857373,39826.5843,,,
IGR J20187+4041,PSR_J2032p4127,30302002004,2.667126183,42705.1779,,,
IGR J20187+4041,PSR_J2032p4127,90302321004,2.675253469,40003.1426,,,
IGR J20187+4041,PSR_J2032p4127,30302002006,2.674352248,41531.8154,,,
IGR J20187+4041,RX_J2015d6p3711,30460021002,3.566725281,59560.5597,,,
IGR J20187+4041,PSR_J2022p3842,30364002002,2.146750822,28000.3462,,,
IGR J20187+4041,WR_140,30302023004,3.215319987,46572.5476,,,
IGR J20187+4041,Cyg_X3,90502319002,2.651022096,12624.9228,,,
IGR J20187+4041,0,816.0459349,,,,,
,,,,,,,
IGR J10404-4625,NGC3256,50002042002,3.38784753,171453.0192,,,
IGR J10404-4625,0,171.4530192,,,,,
,,,,,,,
IC 4518A,SN1006_NE_Limb,40110001002,1.726884375,198468.854,,,
IC 4518A,SN1006_SW_Limb,40110002002,1.324974482,204731.2271,,,
IC 4518A,IGR14488m4008,60463049002,3.413670774,20299.5319,,,
IC 4518A,403.2000811,423.499613,,,,,
,,,,,,,
IGR J16500-3307,2MASSJ16561677m3302127,60160657002,1.301139185,21139.7662,,,
IGR J16500-3307,2MASXJ16481523m3035037,60160648002,2.570169996,20651.5659,,,
IGR J16500-3307,21.1397662,41.7913321,,,,,
,,,,,,,
XTE J1652-453,Norma_MOS008,40014008002,3.761181031,16573.1363,,,
XTE J1652-453,Norma_MOS009,40014009001,3.786609136,14653.1126,,,
XTE J1652-453,Norma_MOS004,40014004001,3.840343632,19440.002,,,
XTE J1652-453,Norma_MOS005,40014005001,3.865203556,21241.2728,,,
XTE J1652-453,Norma_MOS006,40014006001,3.895732415,18958.6887,,,
XTE J1652-453,Norma_MOS007,40014007001,3.731391105,22639.8596,,,
XTE J1652-453,Norma_MOS001,40014001001,3.951317592,18406.6446,,,
XTE J1652-453,Norma_MOS002,40014002001,3.975324393,19497.4487,,,
XTE J1652-453,NuSTARJ163433m473841,30001012002,3.799311946,16599.8604,,,
XTE J1652-453,Norma_MOS011,40014011002,2.382984159,22213.1409,,,
XTE J1652-453,Norma_MOS012,40014012001,2.409851961,20179.2882,,,
XTE J1652-453,Norma_MOS013,40014013001,2.436778296,21114.24,,,
XTE J1652-453,Norma_MOS014,40014014001,2.239977442,17060.0072,,,
XTE J1652-453,Norma_MOS015,40014015001,2.325965942,19339.716,,,
XTE J1652-453,Norma_MOS016,40014016001,2.29405377,20468.0578,,,
XTE J1652-453,Norma_MOS017,40014017001,2.335122307,24783.436,,,
XTE J1652-453,Norma_MOS018,40014018001,2.407082723,24702.6759,,,
XTE J1652-453,Norma_MOS019,40014019001,2.286497605,26652.9928,,,
XTE J1652-453,GX339_4,80001013002,3.882919585,35093.2204,,,
XTE J1652-453,GX339_4,80001013004,3.892495547,20796.2479,,,
XTE J1652-453,GX339_4,80001013006,3.896745265,23154.3395,,,
XTE J1652-453,GX339_4,80001013008,3.892512037,43193.1683,,,
XTE J1652-453,HESSJ1640m465,30002021002,2.403652764,63922.8195,,,
XTE J1652-453,HESSJ1640m465,30002021003,2.369914371,21359.2558,,,
XTE J1652-453,GX339_4,80001013010,3.877944471,98211.1778,,,
XTE J1652-453,HESSJ1640m465,30002021005,2.311684802,101762.2264,,,
XTE J1652-453,HESSJ1640m465,30002021007,2.314668652,36987.63,,,
XTE J1652-453,4U1630m47,30001016002,3.735632536,22071.8302,,,
XTE J1652-453,CXOUJ163802d6m471358,40001022002,3.081270473,102818.8097,,,
XTE J1652-453,Norma_MOS021,40014021002,3.284512516,30040.6306,,,
XTE J1652-453,Norma_MOS022,40014022001,3.22959594,29049.239,,,
XTE J1652-453,Norma_MOS023,40014023001,3.205776431,29333.8332,,,
XTE J1652-453,Norma_MOS024,40014024001,3.362918837,29494.5026,,,
XTE J1652-453,Norma_MOS025,40014025001,3.378117803,29787.579,,,
XTE J1652-453,Norma_MOS026,40014026001,3.154096543,30459.0692,,,
XTE J1652-453,Norma_MOS027,40014027001,3.179619389,31097.9593,,,
XTE J1652-453,HESSJ1640m465,30002021009,2.302996727,33692.5413,,,
XTE J1652-453,Norma_MOS028,40014028002,3.337016132,29770.1392,,,
XTE J1652-453,Norma_MOS029,40014029001,2.672564583,29445.1367,,,
XTE J1652-453,Norma_MOS030,40014030001,2.412329955,28126.0299,,,
XTE J1652-453,Norma_MOS031,40014031001,2.27771137,30304.0153,,,
XTE J1652-453,Norma_MOS032,40014032001,2.334291486,31345.1802,,,
XTE J1652-453,Norma_MOS033,40014033002,2.231065891,31805.6313,,,
XTE J1652-453,Norma_MOS034,40014034001,2.44498411,31782.1886,,,
XTE J1652-453,Norma_MOS035,40014035001,2.596095898,39864.2636,,,
XTE J1652-453,HESSJ1640m465,30002021011,2.292015051,22540.5437,,,
XTE J1652-453,CXOUJ163515d1m472304,30001017002,3.530345977,49833.6938,,,
XTE J1652-453,HESSJ1640m465,30002021013,2.326940057,22198.9199,,,
XTE J1652-453,HESSJ1640m465,30002021015,2.350700196,19679.9766,,,
XTE J1652-453,HESSJ1640m465,30002021017,2.352144557,22464.3129,,,
XTE J1652-453,IGRJ16393m4643,30001008002,2.60757784,50578.5302,,,
XTE J1652-453,HESSJ1640m465,30002021019,2.336396082,19467.5645,,,
XTE J1652-453,HESSJ1640m465,30002021021,2.357397235,19799.3161,,,
XTE J1652-453,HESSJ1640m465,30002021023,2.344593927,22552.0914,,,
XTE J1652-453,HESSJ1640m465,30002021025,2.354537756,21941.0693,,,
XTE J1652-453,HESSJ1640m465,30002021027,2.366252906,20352.6011,,,
XTE J1652-453,HESSJ1640m465,30002021029,2.373562792,22218.0345,,,
XTE J1652-453,HESSJ1640m465,30002021031,2.357950443,4570.3466,,,
XTE J1652-453,HESSJ1640m465,30002021033,2.303318609,4419.004,,,
XTE J1652-453,HESSJ1640m465,30002021034,2.295443754,16773.1253,,,
XTE J1652-453,GX339_4,80001015001,3.851627953,10376.5406,,,
XTE J1652-453,CXOUJ163750d8m465545,30001033002,2.931720197,51986.3588,,,
XTE J1652-453,HESSJ1640m465,30002021036,2.298796117,32513.142,,,
XTE J1652-453,4U1630m47,90002004002,3.727717119,15735.4942,,,
XTE J1652-453,4U1630m47,90002004004,3.721663318,16117.8668,,,
XTE J1652-453,GX339_4,80001015003,3.86891583,30047.8381,,,
XTE J1652-453,HESSJ1640m465,30002021038,2.305562858,32089.3261,,,
XTE J1652-453,HESSJ1640m465,30002021040,2.308302363,52331.8485,,,
XTE J1652-453,CXOUJ163601d2m474853,30160003002,3.728708103,78982.2041,,,
XTE J1652-453,CXOUJ163543d2m473411,30160002002,3.624683698,99512.5897,,,
XTE J1652-453,CXOUJ163709d7m473157,30160001002,3.416019386,50437.18,,,
XTE J1652-453,HESSJ1640m465,30002021042,2.348942574,49144.3883,,,
XTE J1652-453,HESSJ1640m465,30002021044,2.353550568,45896.5526,,,
XTE J1652-453,IGR_J16493m4348,30102054002,1.594938089,22628.6805,,,
XTE J1652-453,GX339m4,80102011002,3.892899514,21636.8747,,,
XTE J1652-453,IGR_J16493m4348,30102054004,1.594778883,31228.4427,,,
XTE J1652-453,GX339m4,80102011004,3.884902016,18302.7169,,,
XTE J1652-453,GX339m4,80102011006,3.883981126,19798.9843,,,
XTE J1652-453,IGR_J16493m4348,30102054006,1.595484158,21561.1383,,,
XTE J1652-453,GX339m4,80102011008,3.88908493,21467.8624,,,
XTE J1652-453,GX339m4,80102011010,3.883658469,38503.6362,,,
XTE J1652-453,IGR_J16418m4532,30101036002,1.8708664,40577.5763,,,
XTE J1652-453,GX339m4,80102011012,3.886613647,41335.8019,,,
XTE J1652-453,HESSJ1640m465,30002021046,2.358622438,50350.9695,,,
XTE J1652-453,4U_1705m44,30101025002,3.226547034,14181.5471,,,
XTE J1652-453,CXO_J164710d2m455216,80201050002,1.02279601,19143.3456,,,
XTE J1652-453,CXO_J164710d2m455216,80201050004,1.055632818,24029.2798,,,
XTE J1652-453,PNE_G343,30301024002,2.733437108,37106.5707,,,
XTE J1652-453,CXO_J164710d2m455216,80201050006,1.064717527,23937.4483,,,
XTE J1652-453,4U_1702m43,30363005002,3.369911807,21697.6688,,,
XTE J1652-453,GX_339m4,80302304002,3.88302283,21476.0623,,,
XTE J1652-453,GX_339m4,80302304004,3.874005227,17982.3345,,,
XTE J1652-453,GX_339m4,80302304005,3.871219729,18921.0656,,,
XTE J1652-453,GX_339m4,80302304007,3.865219312,28964.3859,,,
XTE J1652-453,Swift_J1658d2m4242,90401307001,2.868625417,487.7658,,,
XTE J1652-453,Swift_J1658d2m4242,90401307002,2.875976442,33337.1134,,,
XTE J1652-453,Swift_J1658d2m4242,80301301002,2.87656737,31536.7413,,,
XTE J1652-453,CXO_J164710d2m455216,80201050008,1.015862967,39717.5499,,,
XTE J1652-453,Swift_J1658d2m4242,80302302002,2.876857901,24024.8463,,,
XTE J1652-453,Swift_J1658d2m4242,80302302004,2.875975053,25075.9267,,,
XTE J1652-453,Swift_J1658d2m4242,80302302006,2.875871593,28244.5769,,,
XTE J1652-453,Swift_J1658d2m4242,80302302008,2.875810236,26714.1436,,,
XTE J1652-453,Swift_J1658d2m4242,80302302010,2.8775939,29102.0012,,,
XTE J1652-453,Swift_J1658d2m4242,90401317002,2.877758451,28493.0101,,,
XTE J1652-453,PSR_J1709m4429,30401017002,3.185380591,43134.7425,,,
XTE J1652-453,GX_339m4,90401369002,3.839323816,632.9917,,,
XTE J1652-453,GX_339m4,90401369004,3.834879054,3621.4675,,,
XTE J1652-453,222.8234614,3202.807974,,,,,
,,,,,,,
AX J1845.0-0433,1E1841m045,30001025002,1.013776116,48620.365,,,
AX J1845.0-0433,1E1841m045,30001025004,1.031394819,35188.3539,,,
AX J1845.0-0433,1E1841m045,30001025006,1.033377798,65676.0564,,,
AX J1845.0-0433,1E1841m045,30001025008,1.029542478,38436.6608,,,
AX J1845.0-0433,1E1841m045,30001025010,1.026993344,32927.2923,,,
AX J1845.0-0433,1E1841m045,30001025012,1.02268253,100675.11,,,
AX J1845.0-0433,GS_1843m02,90201056002,2.314867876,34714.8101,,,
AX J1845.0-0433,KES_75,40301004002,1.599522831,95271.8235,,,
AX J1845.0-0433,AX_J1841d0m0536,30301026002,1.480086339,54311.5328,,,
AX J1845.0-0433,Swift_J183920m045350,30360002002,1.492536059,40788.2811,,,
AX J1845.0-0433,Swift_J184418d3m023304,30360003002,2.058995131,43345.299,,,
AX J1845.0-0433,511.8954758,589.9555849,,,,,
,,,,,,,
NGC 6221,IGR_J17062m6143,30101034002,3.050748095,70110.4206,,,
NGC 6221,ESO137_34,60061272002,2.464918693,18554.3759,,,
NGC 6221,IGR_J17062m6143,30201018002,3.031561388,66603.9423,,,
NGC 6221,0,155.2687388,,,,,
,,,,,,,
FAIRALL 1146,SWIFTJ0845d0m3531,60061085002,1.45668986,11280.639,,,
FAIRALL 1146,11.280639,11.280639,,,,,
,,,,,,,
IGR J16167-4957,Norma_MOS008,40014008002,3.848237763,16573.1363,,,
IGR J16167-4957,Norma_MOS009,40014009001,3.843576028,14653.1126,,,
IGR J16167-4957,Norma_MOS003,40014003001,3.620383949,20846.0837,,,
IGR J16167-4957,Norma_MOS004,40014004001,3.753070012,19440.002,,,
IGR J16167-4957,Norma_MOS005,40014005001,3.741287629,21241.2728,,,
IGR J16167-4957,Norma_MOS006,40014006001,3.730462937,18958.6887,,,
IGR J16167-4957,Norma_MOS007,40014007001,3.863829835,22639.8596,,,
IGR J16167-4957,Norma_MOS001,40014001001,3.640488066,18406.6446,,,
IGR J16167-4957,Norma_MOS002,40014002001,3.628609719,19497.4487,,,
IGR J16167-4957,NuSTARJ163433m473841,30001012002,3.791639229,16599.8604,,,
IGR J16167-4957,4U1630m47,30001016002,3.892844869,22071.8302,,,
IGR J16167-4957,IGRJ16318m4848,30001006002,2.706241484,56571.2125,,,
IGR J16167-4957,4U1608m52,90002002002,2.532756508,34674.981,,,
IGR J16167-4957,4U1630m47,90002004002,3.90082549,15735.4942,,,
IGR J16167-4957,4U1630m47,90002004004,3.907747837,16117.8668,,,
IGR J16167-4957,CXOUJ163601d2m474853,30160003002,3.864324282,78982.2041,,,
IGR J16167-4957,IGR_J16320m4751,30101026002,3.28852206,49893.7826,,,
IGR J16167-4957,CXOUJ163543d2m473411,30160002002,3.961980106,99512.5897,,,
IGR J16167-4957,1E161348m5055,90201028002,1.104352095,65937.5696,,,
IGR J16167-4957,PSR_J1622m4950,80202051002,1.03253899,52785.5622,,,
IGR J16167-4957,PSR_J1622m4950,80202051004,1.024818276,69665.8765,,,
IGR J16167-4957,1E_161348m5055,30301017002,1.104173595,65633.0912,,,
IGR J16167-4957,4U_1608m52,80401321002,2.558706779,53741.5497,,,
IGR J16167-4957,MAXI_J1631m479,90401372002,3.294493883,1155.7907,,,
IGR J16167-4957,AX_J1631d9m4752,90401373002,3.354103863,2322.1764,,,
IGR J16167-4957,MAXI_J1631m479,90501301001,3.292143687,14916.7652,,,
IGR J16167-4957,254.0220995,888.574452,,,,,
,,,,,,,
IGR J16465-4507,Norma_MOS008,40014008002,3.172882994,16573.1363,,,
IGR J16465-4507,Norma_MOS009,40014009001,3.17140534,14653.1126,,,
IGR J16465-4507,Norma_MOS003,40014003001,3.394862212,20846.0837,,,
IGR J16465-4507,Norma_MOS004,40014004001,3.282040047,19440.002,,,
IGR J16465-4507,Norma_MOS005,40014005001,3.280378782,21241.2728,,,
IGR J16465-4507,Norma_MOS006,40014006001,3.284654968,18958.6887,,,
IGR J16465-4507,Norma_MOS007,40014007001,3.170520191,22639.8596,,,
IGR J16465-4507,Norma_MOS001,40014001001,3.395393906,18406.6446,,,
IGR J16465-4507,Norma_MOS002,40014002001,3.393470796,19497.4487,,,
IGR J16465-4507,NuSTARJ163433m473841,30001012002,3.249027162,16599.8604,,,
IGR J16465-4507,Norma_MOS011,40014011002,1.758563876,22213.1409,,,
IGR J16465-4507,Norma_MOS012,40014012001,1.762288803,20179.2882,,,
IGR J16465-4507,Norma_MOS013,40014013001,1.759948153,21114.24,,,
IGR J16465-4507,Norma_MOS014,40014014001,1.615863484,17060.0072,,,
IGR J16465-4507,Norma_MOS015,40014015001,1.664477006,19339.716,,,
IGR J16465-4507,Norma_MOS016,40014016001,1.722176466,20468.0578,,,
IGR J16465-4507,Norma_MOS017,40014017001,1.740060371,24783.436,,,
IGR J16465-4507,Norma_MOS018,40014018001,1.715620625,24702.6759,,,
IGR J16465-4507,Norma_MOS019,40014019001,1.643248519,26652.9928,,,
IGR J16465-4507,HESSJ1640m465,30002021002,1.811471693,63922.8195,,,
IGR J16465-4507,HESSJ1640m465,30002021003,1.772063602,21359.2558,,,
IGR J16465-4507,HESSJ1640m465,30002021005,1.717346519,101762.2264,,,
IGR J16465-4507,HESSJ1640m465,30002021007,1.72173998,36987.63,,,
IGR J16465-4507,4U1630m47,30001016002,3.12251089,22071.8302,,,
IGR J16465-4507,CXOUJ163802d6m471358,40001022002,2.559863779,102818.8097,,,
IGR J16465-4507,Norma_MOS021,40014021002,2.690733971,30040.6306,,,
IGR J16465-4507,Norma_MOS022,40014022001,2.58328893,29049.239,,,
IGR J16465-4507,Norma_MOS023,40014023001,2.613094992,29333.8332,,,
IGR J16465-4507,Norma_MOS024,40014024001,2.702583401,29494.5026,,,
IGR J16465-4507,Norma_MOS025,40014025001,2.739855401,29787.579,,,
IGR J16465-4507,Norma_MOS026,40014026001,2.506178027,30459.0692,,,
IGR J16465-4507,Norma_MOS027,40014027001,2.559673114,31097.9593,,,
IGR J16465-4507,HESSJ1640m465,30002021009,1.711121333,33692.5413,,,
IGR J16465-4507,Norma_MOS028,40014028002,2.734998662,29770.1392,,,
IGR J16465-4507,Norma_MOS029,40014029001,2.140488095,29445.1367,,,
IGR J16465-4507,Norma_MOS030,40014030001,1.884035431,28126.0299,,,
IGR J16465-4507,Norma_MOS031,40014031001,1.834532473,30304.0153,,,
