Go here,ftp://ftp.srl.caltech.edu/pub/,Go to nustar/from_hassif/straylight_triage,,,,"Bad = No stray light, Good = Obvious stray light from this source, Easy = ONLY stray light from this source",
Name,,Sequence ID,Off-axis (deg),Exposure (ks),Checked By:,Good / Bad / Easy,Notes
IGR J17233-2837,GRS_1716m249,90301007002,3.672872229,89262.5342,,,
IGR J17233-2837,IGRJ17329m2731,90301012002,2.339638561,20846.0337,,,
IGR J17233-2837,GRS_1734m292,60301010002,3.140667973,26020.3307,,,
IGR J17233-2837,Swift_J1756_SADA_19173,90501029002,3.502476926,680.4388,,,
IGR J17233-2837,0,278.7742361,,,,,
,,,,,,,
IGR J17174-2436,GX_1p4,30101040002,3.313455999,49263.8398,,,
IGR J17174-2436,1RXS_J170930d2m263927,90201025002,2.70487037,17730.2839,,,
IGR J17174-2436,1RXS_J170930d2m263927,90201025003,2.7050138,20441.13,,,
IGR J17174-2436,Ophiuchus_Cluster,70301002002,1.591931673,110524.9482,,,
IGR J17174-2436,Oph_SL_MOS01,90314001002,3.44746973,5184.7038,,,
IGR J17174-2436,Oph_SL_MOS02,90314002001,3.463801876,5388.2834,,,
IGR J17174-2436,Oph_SL_MOS03,90314003001,3.689062385,5248.8456,,,
IGR J17174-2436,Oph_SL_MOS04,90314004001,3.679292932,5471.9586,,,
IGR J17174-2436,Ophiuchus_Cluster_2,70301003002,1.542992983,121623.5184,,,
IGR J17174-2436,V2400_Oph,30460003002,1.125067901,27007.1691,,,
IGR J17174-2436,259.1556357,367.8846808,,,,,
,,,,,,,
SWIFT J2037.2+4151,IGRJ20187p4041,60061297002,3.663463553,20967.4844,,,
SWIFT J2037.2+4151,IGRJ20216p4359,60061298002,3.554509747,21100.1787,,,
SWIFT J2037.2+4151,BDp43_3654,30001044002,2.219612724,105106.1643,,,
SWIFT J2037.2+4151,BDp43_3654,30001044004,2.224781621,98626.663,,,
SWIFT J2037.2+4151,WR140,30101004002,3.672660178,20023.2817,,,
SWIFT J2037.2+4151,Cyg_X3,10102002002,1.266702056,10168.2473,,,
SWIFT J2037.2+4151,WR140,30202002002,3.672408994,19314.6355,,,
SWIFT J2037.2+4151,PSR_J2032p4127,90201036002,1.03161927,45558.4241,,,
SWIFT J2037.2+4151,WR140,30202002004,3.650021111,52403.9175,,,
SWIFT J2037.2+4151,WR_140,30202027002,3.647021462,21835.9902,,,
SWIFT J2037.2+4151,WR_140,30202027004,3.64050569,23764.5537,,,
SWIFT J2037.2+4151,WR_140,30202027006,3.634179958,19463.7983,,,
SWIFT J2037.2+4151,WR_140,30202027008,3.624453437,25105.1066,,,
SWIFT J2037.2+4151,Cyg_X3,90202051002,1.233161226,14537.6736,,,
SWIFT J2037.2+4151,Cyg_X3,90202051004,1.211109348,14532.858,,,
SWIFT J2037.2+4151,WR_140,30302023002,3.668327388,25965.2103,,,
SWIFT J2037.2+4151,PSR_J2032p4127,30302002002,1.013961781,37843.4443,,,
SWIFT J2037.2+4151,PSR_J2032p4127,90302321002,1.020485721,39826.5843,,,
SWIFT J2037.2+4151,PSR_J2032p4127,30302002004,1.013987213,42705.1779,,,
SWIFT J2037.2+4151,PSR_J2032p4127,90302321004,1.005936124,40003.1426,,,
SWIFT J2037.2+4151,PSR_J2032p4127,30302002006,1.008255815,41531.8154,,,
SWIFT J2037.2+4151,WR_140,30302023004,3.649755572,46572.5476,,,
SWIFT J2037.2+4151,Cyg_X3,90502319002,1.212716913,12624.9228,,,
SWIFT J2037.2+4151,299.3322903,799.5818221,,,,,
,,,,,,,
IGR J15414-5030,4U_1538m522,30201028002,1.912178478,43835.0644,,,
IGR J15414-5030,43.8350644,43.8350644,,,,,
,,,,,,,
IGR J12134-6015,GX301_2,30001041001,2.945277128,328.6736,,,
IGR J12134-6015,GX301_2,30001041002,2.933330009,38200.9725,,,
IGR J12134-6015,GX_301m2,30101042002,2.925990786,35720.6997,,,
IGR J12134-6015,GX_301m2,90501306002,2.981700708,23027.2035,,,
IGR J12134-6015,1E_1145d1m6141,30501002002,3.604462027,44236.6904,,,
IGR J12134-6015,0,141.5142397,,,,,
,,,,,,,
IGR J16175-5059,IGRJ16318m4848,30001006002,3.108239828,56571.2125,,,
IGR J16175-5059,4U1608m52,90002002002,1.674873807,34674.981,,,
IGR J16175-5059,IGR_J16320m4751,30101026002,3.862010281,49893.7826,,,
IGR J16175-5059,IGRJ16181m5407,30161006002,3.12991193,58859.9103,,,
IGR J16175-5059,PSR_J1622m4950,80202051002,1.399358623,52785.5622,,,
IGR J16175-5059,PSR_J1622m4950,80202051004,1.394241324,69665.8765,,,
IGR J16175-5059,PSR_J1622m4950,80202051006,1.35703087,126333.5954,,,
IGR J16175-5059,MAXI_J1621m501,90301322001,1.007066197,19463.8027,,,
IGR J16175-5059,4U_1608m52,80401321002,1.692076086,53741.5497,,,
IGR J16175-5059,MAXI_J1631m479,90401372002,3.908234535,1155.7907,,,
IGR J16175-5059,AX_J1631d9m4752,90401373002,3.941836848,2322.1764,,,
IGR J16175-5059,MAXI_J1631m479,90501301001,3.90732247,14916.7652,,,
IGR J16175-5059,356.6653675,540.3850052,,,,,
,,,,,,,
AX J1832.3-0840,G21d5m0d9,10002014001,1.988669838,12990.365,,,
AX J1832.3-0840,G21d5m0d9,10002014002,1.970116438,44456.0194,,,
AX J1832.3-0840,G21d5m0d9,10002014003,1.959934946,44722.6295,,,
AX J1832.3-0840,G21d5m0d9,10002014004,1.955572586,28022.9063,,,
AX J1832.3-0840,G21d5m0d9,10002014005,1.957557067,133782.0822,,,
AX J1832.3-0840,G21d5m0d9,10002014006,2.004742379,1944.4335,,,
AX J1832.3-0840,G21d5m0d9,40001016002,1.931920045,29703.7053,,,
AX J1832.3-0840,G21d5m0d9,40001016003,1.920779893,87721.3714,,,
AX J1832.3-0840,1RXSJ182557d5m071021,60160688002,2.163008827,21794.2414,,,
AX J1832.3-0840,IGRJ18293m1213,30161002002,3.672584721,29901.4917,,,
AX J1832.3-0840,AX_J1841d0m0536,30301026002,3.688156188,54311.5328,,,
AX J1832.3-0840,XTE_J1829m098,90401332002,1.411038739,27770.4358,,,
AX J1832.3-0840,3XMM_J182855d9m095413,30360004002,1.484353159,42055.7982,,,
AX J1832.3-0840,451.2253131,559.1770125,,,,,
,,,,,,,
IGR J00335+6126,Tycho,40020001002,2.787120726,338742.5462,,,
IGR J00335+6126,Tycho_MOS01,40020011001,2.810337698,117.977,,,
IGR J00335+6126,Tycho_MOS01,40020011002,2.801933931,146751.6063,,,
IGR J00335+6126,V709_Cas,30001145002,2.226527624,25567.1284,,,
IGR J00335+6126,Tycho,40020001004,2.827013946,262129.9287,,,
IGR J00335+6126,gamma_Cas,30001147002,2.924296224,30762.5853,,,
IGR J00335+6126,IC10_X1,30001014002,2.717087631,88571.7722,,,
IGR J00335+6126,IGR_J00291p5934,90101010002,1.935720114,38103.8002,,,
IGR J00335+6126,CHU4_gamma_Cas,10301001002,2.946026321,1279.7689,,,
IGR J00335+6126,CHU4_gamma_Cas,10301001003,2.85193317,1077.8208,,,
IGR J00335+6126,CHU4_gamma_Cas,10301001004,3.012457795,750.3088,,,
IGR J00335+6126,38.1038002,933.8552428,,,,,
,,,,,,,
IGR J18381-0924,G21d5m0d9,10002014001,1.669301609,12990.365,,,
IGR J18381-0924,G21d5m0d9,10002014002,1.652096789,44456.0194,,,
IGR J18381-0924,G21d5m0d9,10002014003,1.636311605,44722.6295,,,
IGR J18381-0924,G21d5m0d9,10002014004,1.641057,28022.9063,,,
IGR J18381-0924,G21d5m0d9,10002014005,1.637388687,133782.0822,,,
IGR J18381-0924,G21d5m0d9,10002014006,1.671114565,1944.4335,,,
IGR J18381-0924,G21d5m0d9,40001016002,1.56001531,29703.7053,,,
IGR J18381-0924,G21d5m0d9,40001016003,1.555151916,87721.3714,,,
IGR J18381-0924,HESSJ1834m087_TeV,30001045002,1.101135645,59555.8467,,,
IGR J18381-0924,HESSJ1834m087_TeV,30001045004,1.101533821,48703.0809,,,
IGR J18381-0924,HESSJ1834m087_TeV,30001045006,1.11371088,59601.1901,,,
IGR J18381-0924,1RXSJ182557d5m071021,60160688002,3.763876176,21794.2414,,,
IGR J18381-0924,IGRJ18293m1213,30161002002,3.563907379,29901.4917,,,
IGR J18381-0924,HESSJ1832m093_TeV,80101003002,1.311706022,80753.0708,,,
IGR J18381-0924,AX_J1841d0m0536,30301026002,3.848878411,54311.5328,,,
IGR J18381-0924,XTE_J1829m098,90401332002,2.150236419,27770.4358,,,
IGR J18381-0924,3XMM_J182855d9m095413,30360004002,2.318370801,42055.7982,,,
IGR J18381-0924,631.9567011,807.790201,,,,,
,,,,,,,
SLX 1746-331,1E1740d7m2942,10002012001,3.685982493,10968.4558,,,
SLX 1746-331,1E1740d7m2942,10002021001,3.682292968,2172.0005,,,
SLX 1746-331,1E1740d7m2942,10002021003,3.719478111,6125.2671,,,
SLX 1746-331,GalSurvey_B_MOS001,40032001002,3.901472332,40616.2075,,,
SLX 1746-331,GalSurvey_B_MOS002,40032002001,3.980865388,40774.2278,,,
SLX 1746-331,GalSurvey_B_MOS004,40032004002,3.963480177,23023.4738,,,
SLX 1746-331,4U1728m34,80001012002,3.813933039,27322.3531,,,
SLX 1746-331,4U1728m34,80001012004,3.825674603,26342.1347,,,
SLX 1746-331,V745_Sco,80002019002,1.175743229,22580.6195,,,
SLX 1746-331,H1743m322,80001044002,1.24715485,50449.7126,,,
SLX 1746-331,H1743m322,80001044004,1.247396709,61284.1923,,,
SLX 1746-331,H1743m322,80001044006,1.248235771,25669.3923,,,
SLX 1746-331,IGRJ17454m2919,80001046002,3.980276558,29408.6611,,,
SLX 1746-331,1RXSJ180408d9m342058,80001040002,3.17735284,37819.8395,,,
SLX 1746-331,1RXSJ180408d9m342058,80001040004,3.183245269,25648.937,,,
SLX 1746-331,IGR_J17511m3057,90101001002,2.296619048,42244.8923,,,
SLX 1746-331,1RXS_J180408d9m342058,90101003002,3.181452928,20230.4212,,,
SLX 1746-331,GX_354m0,30101051002,3.772905917,53342.219,,,
SLX 1746-331,H1743m322,80002040002,1.227861101,28295.4107,,,
SLX 1746-331,H1743m322,80002040004,1.234996499,28107.1284,,,
SLX 1746-331,H1743m322,80002040006,1.23962294,26357.3686,,,
SLX 1746-331,Rapid_Burster,90101009002,3.474687533,46648.8785,,,
SLX 1746-331,H_1743m322,80202012002,1.246027216,65862.5688,,,
SLX 1746-331,H_1743m322,80202012004,1.241092476,65688.1101,,,
SLX 1746-331,GCR_Block_B2,40112004001,3.980982957,53375.7853,,,
SLX 1746-331,COm0d4m0d22,90201020002,3.925078133,93528.3391,,,
SLX 1746-331,4U_1746m37,30363004002,3.815859867,19882.1267,,,
SLX 1746-331,CXOU_J173324d6m332321,90401321002,3.423601518,55194.0476,,,
SLX 1746-331,H_1743m322,90401335002,1.236898384,38447.5074,,,
SLX 1746-331,4U_1728m34,90501312002,3.760246754,19309.474,,,
SLX 1746-331,412.7420107,1086.719752,,,,,
,,,,,,,
IGR J14091-6108,GS_1354m645,90101006002,3.82918579,24021.9078,,,
IGR J14091-6108,GS_1354m645,90101006004,3.831969105,29700.9059,,,
IGR J14091-6108,GS_1354m645,90101006006,3.819075097,35347.2621,,,
IGR J14091-6108,4U_1344m60,60201041002,2.694671416,99464.2573,,,
IGR J14091-6108,H1417m624,90402318002,2.142535825,28817.2516,,,
IGR J14091-6108,PSR_J1400m6325,30364001002,2.513703394,27443.9315,,,
IGR J14091-6108,MAXI_J1348m630,80502304002,3.265094485,13784.4008,,,
IGR J14091-6108,MAXI_J1348m630,80502304004,3.268858997,15367.9371,,,
IGR J14091-6108,MAXI_J1348m630,80502304006,3.261177725,17182.5972,,,
IGR J14091-6108,0,291.1304513,,,,,
,,,,,,,
IGR J22534+6243,1E2259p586,30001026002,3.96010966,37295.5298,,,
IGR J22534+6243,1E2259p586,30001026003,3.957671507,15459.1073,,,
IGR J22534+6243,1E2259p586,30001026005,3.95528469,16305.6674,,,
IGR J22534+6243,1E2259p586,30001026007,3.948299782,88381.2177,,,
IGR J22534+6243,2MASXJ23203662p6430452,60161824002,3.530104439,21437.9836,,,
IGR J22534+6243,0,178.8795058,,,,,
,,,,,,,
IGR J18088-2741,IGRJ17544m2619,30002003002,3.489876298,17533.22,,,
IGR J18088-2741,IGRJ17544m2619,30002003003,3.496411348,26238.4995,,,
IGR J18088-2741,V4641_Sgr,80002012002,3.323721732,24045.4004,,,
IGR J18088-2741,V4641_Sgr,80002012004,3.286370565,26420.4669,,,
IGR J18088-2741,IGRJ17544m2619,90001005002,3.518001796,79252.215,,,
IGR J18088-2741,V4641_Sgr,90102011002,3.220314941,30652.5136,,,
IGR J18088-2741,GX_5m1,30102056002,3.173126365,11153.9955,,,
IGR J18088-2741,GX_5m1,30102056004,3.17228445,10480.9981,,,
IGR J18088-2741,GX_5m1,30102056006,3.176301516,10314.2186,,,
IGR J18088-2741,Swift_J1756d9m2508,90402313002,3.751340954,39476.062,,,
IGR J18088-2741,Swift_J1756d9m2508,90402313004,3.753489727,60978.1803,,,
IGR J18088-2741,Swift_J1756d9m2508,90501329001,3.713127935,37737.7448,,,
IGR J18088-2741,0,374.2835147,,,,,
,,,,,,,
IGR J16293-4603,Norma_MOS008,40014008002,1.629982122,16573.1363,,,
IGR J16293-4603,Norma_MOS009,40014009001,1.521702417,14653.1126,,,
IGR J16293-4603,Norma_MOS003,40014003001,1.601020986,20846.0837,,,
IGR J16293-4603,Norma_MOS004,40014004001,1.768548143,19440.002,,,
IGR J16293-4603,Norma_MOS005,40014005001,1.663987297,21241.2728,,,
IGR J16293-4603,Norma_MOS006,40014006001,1.558780258,18958.6887,,,
IGR J16293-4603,Norma_MOS007,40014007001,1.736468899,22639.8596,,,
IGR J16293-4603,Norma_MOS001,40014001001,1.807312087,18406.6446,,,
IGR J16293-4603,Norma_MOS002,40014002001,1.704419012,19497.4487,,,
IGR J16293-4603,NuSTARJ163433m473841,30001012002,1.792098585,16599.8604,,,
IGR J16293-4603,Norma_MOS011,40014011002,1.91171508,22213.1409,,,
IGR J16293-4603,Norma_MOS012,40014012001,1.857047433,20179.2882,,,
IGR J16293-4603,Norma_MOS013,40014013001,1.792925678,21114.24,,,
IGR J16293-4603,Norma_MOS014,40014014001,2.007984194,17060.0072,,,
IGR J16293-4603,Norma_MOS015,40014015001,1.895582842,19339.716,,,
IGR J16293-4603,Norma_MOS016,40014016001,2.051073146,20468.0578,,,
IGR J16293-4603,Norma_MOS017,40014017001,1.989129009,24783.436,,,
IGR J16293-4603,Norma_MOS018,40014018001,1.793649105,24702.6759,,,
IGR J16293-4603,Norma_MOS019,40014019001,1.949131744,26652.9928,,,
IGR J16293-4603,HESSJ1640m465,30002021002,1.952905664,63922.8195,,,
IGR J16293-4603,HESSJ1640m465,30002021003,1.96335244,21359.2558,,,
IGR J16293-4603,HESSJ1640m465,30002021005,2.004731226,101762.2264,,,
IGR J16293-4603,HESSJ1640m465,30002021007,2.005110869,36987.63,,,
IGR J16293-4603,4U1630m47,30001016002,1.524007126,22071.8302,,,
IGR J16293-4603,CXOUJ163802d6m471358,40001022002,1.871285561,102818.8097,,,
IGR J16293-4603,Norma_MOS021,40014021002,1.607680084,30040.6306,,,
IGR J16293-4603,Norma_MOS022,40014022001,1.442971189,29049.239,,,
IGR J16293-4603,Norma_MOS023,40014023001,1.625022784,29333.8332,,,
IGR J16293-4603,Norma_MOS024,40014024001,1.359708291,29494.5026,,,
IGR J16293-4603,Norma_MOS025,40014025001,1.436204743,29787.579,,,
IGR J16293-4603,Norma_MOS026,40014026001,1.46168345,30459.0692,,,
IGR J16293-4603,Norma_MOS027,40014027001,1.542683685,31097.9593,,,
IGR J16293-4603,HESSJ1640m465,30002021009,2.01397651,33692.5413,,,
IGR J16293-4603,Norma_MOS028,40014028002,1.571697221,29770.1392,,,
IGR J16293-4603,Norma_MOS029,40014029001,1.947479938,29445.1367,,,
IGR J16293-4603,Norma_MOS030,40014030001,2.064832693,28126.0299,,,
IGR J16293-4603,Norma_MOS031,40014031001,2.281942314,30304.0153,,,
IGR J16293-4603,Norma_MOS032,40014032001,2.226289143,31345.1802,,,
IGR J16293-4603,Norma_MOS033,40014033002,2.22753666,31805.6313,,,
IGR J16293-4603,Norma_MOS034,40014034001,2.132996103,31782.1886,,,
IGR J16293-4603,Norma_MOS035,40014035001,2.005270112,39864.2636,,,
IGR J16293-4603,HESSJ1640m465,30002021011,2.020686674,22540.5437,,,
IGR J16293-4603,CXOUJ163515d1m472304,30001017002,1.671131488,49833.6938,,,
IGR J16293-4603,HESSJ1640m465,30002021013,2.000586298,22198.9199,,,
IGR J16293-4603,HESSJ1640m465,30002021015,1.999575215,19679.9766,,,
IGR J16293-4603,HESSJ1640m465,30002021017,2.00133922,22464.3129,,,
IGR J16293-4603,IGRJ16393m4643,30001008002,1.792996917,50578.5302,,,
IGR J16293-4603,HESSJ1640m465,30002021019,2.003666284,19467.5645,,,
IGR J16293-4603,HESSJ1640m465,30002021021,1.998825429,19799.3161,,,
IGR J16293-4603,HESSJ1640m465,30002021023,2.005277741,22552.0914,,,
IGR J16293-4603,HESSJ1640m465,30002021025,1.979504857,21941.0693,,,
IGR J16293-4603,IGRJ16318m4848,30001006002,2.788039582,56571.2125,,,
IGR J16293-4603,HESSJ1640m465,30002021027,1.976075588,20352.6011,,,
IGR J16293-4603,HESSJ1640m465,30002021029,1.957748106,22218.0345,,,
IGR J16293-4603,HESSJ1640m465,30002021031,1.965218511,4570.3466,,,
IGR J16293-4603,HESSJ1640m465,30002021033,2.003424941,4419.004,,,
IGR J16293-4603,HESSJ1640m465,30002021034,2.005563894,16773.1253,,,
IGR J16293-4603,CXOUJ163750d8m465545,30001033002,1.674651449,51986.3588,,,
IGR J16293-4603,HESSJ1640m465,30002021036,2.013503512,32513.142,,,
IGR J16293-4603,4U1630m47,90002004002,1.522968962,15735.4942,,,
IGR J16293-4603,4U1630m47,90002004004,1.518343941,16117.8668,,,
IGR J16293-4603,HESSJ1640m465,30002021038,2.013629104,32089.3261,,,
IGR J16293-4603,HESSJ1640m465,30002021040,2.017848901,52331.8485,,,
IGR J16293-4603,CXOUJ163601d2m474853,30160003002,2.096937421,78982.2041,,,
IGR J16293-4603,IGR_J16320m4751,30101026002,1.877432871,49893.7826,,,
IGR J16293-4603,CXOUJ163543d2m473411,30160002002,1.855303642,99512.5897,,,
IGR J16293-4603,CXOUJ163709d7m473157,30160001002,1.998397072,50437.18,,,
IGR J16293-4603,HESSJ1640m465,30002021042,1.997397822,49144.3883,,,
IGR J16293-4603,HESSJ1640m465,30002021044,1.986074659,45896.5526,,,
IGR J16293-4603,IGR_J16418m4532,30101036002,2.193250772,40577.5763,,,
IGR J16293-4603,HESSJ1640m465,30002021046,1.977838984,50350.9695,,,
IGR J16293-4603,PSR_J1622m4950,80202051002,3.924674114,52785.5622,,,
IGR J16293-4603,PSR_J1622m4950,80202051004,3.927304253,69665.8765,,,
IGR J16293-4603,CXO_J164710d2m455216,80201050002,3.105932343,19143.3456,,,
IGR J16293-4603,CXO_J164710d2m455216,80201050004,3.084478436,24029.2798,,,
IGR J16293-4603,CXO_J164710d2m455216,80201050006,3.071041987,23937.4483,,,
IGR J16293-4603,PSR_J1622m4950,80202051006,3.953490195,126333.5954,,,
IGR J16293-4603,CXO_J164710d2m455216,80201050008,3.100716123,39717.5499,,,
IGR J16293-4603,MAXI_J1631m479,90401372002,1.709242271,1155.7907,,,
IGR J16293-4603,AX_J1631d9m4752,90401373002,1.782183922,2322.1764,,,
IGR J16293-4603,MAXI_J1631m479,90501301001,1.704892091,14916.7652,,,
IGR J16293-4603,1482.935886,2665.227187,,,,,
,,,,,,,
IGR J15335-5420,2S_1553m542,90101002002,3.565072554,27415.0546,,,
IGR J15335-5420,1RXSJ153552d8m575055,60160619002,3.511317389,19141.3158,,,
IGR J15335-5420,1E_1547d0m5408,30101035002,2.568118622,83387.591,,,
IGR J15335-5420,SNR_G327d1m1d1,40201010002,3.117614083,84761.3259,,,
IGR J15335-5420,4U_1538m522,30201028002,2.347084743,43835.0644,,,
IGR J15335-5420,MSH_15m56,40201011002,3.277929322,120585.099,,,
IGR J15335-5420,MAXI_J1535m571,90301013002,2.895544729,10317.0728,,,
IGR J15335-5420,MAXI_J1535m571,80302309002,2.890878864,2258.1091,,,
IGR J15335-5420,MAXI_J1535m571_SLPA177,80402304002,3.586118898,5654.6291,,,
IGR J15335-5420,MAXI_J1535m571,80402302002,2.890435116,2056.2976,,,
IGR J15335-5420,MAXI_J1535m571_SLPA177,80402304004,3.586642023,6720.6186,,,
IGR J15335-5420,MAXI_J1535m571,80402302004,2.89382225,2358.3018,,,
IGR J15335-5420,MAXI_J1535m571,80302309004,2.900203704,1180.8796,,,
IGR J15335-5420,MAXI_J1535m571_SLPA005,80302310002,3.310400985,6180.5875,,,
IGR J15335-5420,MAXI_J1535m571,80302309006,2.899526358,2510.3298,,,
IGR J15335-5420,MAXI_J1535m571,80302309008,2.889866659,942.6455,,,
IGR J15335-5420,MAXI_J1535m571_SLPA005,80302310004,3.339237286,6140.4699,,,
IGR J15335-5420,MAXI_J1535m571,80302309010,2.886581092,1530.8716,,,
IGR J15335-5420,MAXI_J1535m571,80402302006,2.886657646,4288.1086,,,
IGR J15335-5420,MAXI_J1535m571,80302309012,2.883505265,4314.1281,,,
IGR J15335-5420,MAXI_J1535m571,80402302008,2.889240668,4915.0623,,,
IGR J15335-5420,MAXI_J1535m571,80302309014,2.873638148,3554.5013,,,
IGR J15335-5420,MAXI_J1535m571_SLPA030,80302312001,2.500610128,9528.0614,,,
IGR J15335-5420,MAXI_J1535m571,80402302009,2.870292159,1769.2674,,,
IGR J15335-5420,MAXI_J1535m571_SLPA030,80302312002,2.503139667,12885.6455,,,
IGR J15335-5420,MAXI_J1535m571,80402302010,2.866839682,3406.8287,,,
IGR J15335-5420,MAXI_J1535m571,90301327002,2.840369895,904.5463,,,
IGR J15335-5420,MAXI_J1535m571,90301327004,2.843061256,906.2979,,,
IGR J15335-5420,MAXI_J1535m571,90501314002,2.871781381,52710.8748,,,
IGR J15335-5420,0,526.1595859,,,,,
,,,,,,,
XTE J1543-568,2S_1553m542,90101002002,3.04134672,27415.0546,,,
XTE J1543-568,1RXSJ153552d8m575055,60160619002,1.554965243,19141.3158,,,
XTE J1543-568,1E_1547d0m5408,30101035002,2.621843398,83387.591,,,
XTE J1543-568,SNR_G327d1m1d1,40201010002,2.183618281,84761.3259,,,
XTE J1543-568,MSH_15m56,40201011002,1.244868122,120585.099,,,
XTE J1543-568,MAXI_J1535m571,90301013002,1.331375759,10317.0728,,,
XTE J1543-568,MAXI_J1535m571,80302309002,1.333013727,2258.1091,,,
XTE J1543-568,MAXI_J1535m571,80402302002,1.329787875,2056.2976,,,
XTE J1543-568,MAXI_J1535m571,80402302004,1.338354894,2358.3018,,,
XTE J1543-568,MAXI_J1535m571,80302309004,1.332242148,1180.8796,,,
XTE J1543-568,MAXI_J1535m571_SLPA005,80302310002,3.093024456,6180.5875,,,
XTE J1543-568,MAXI_J1535m571,80302309006,1.342703091,2510.3298,,,
XTE J1543-568,MAXI_J1535m571,80302309008,1.334041275,942.6455,,,
XTE J1543-568,MAXI_J1535m571_SLPA005,80302310004,3.12902111,6140.4699,,,
XTE J1543-568,MAXI_J1535m571,80302309010,1.332782226,1530.8716,,,
XTE J1543-568,MAXI_J1535m571,80402302006,1.334316332,4288.1086,,,
XTE J1543-568,MAXI_J1535m571,80302309012,1.327863676,4314.1281,,,
XTE J1543-568,MAXI_J1535m571,80402302008,1.34034884,4915.0623,,,
XTE J1543-568,MAXI_J1535m571,80302309014,1.330335914,3554.5013,,,
XTE J1543-568,MAXI_J1535m571_SLPA030,80302312001,3.007819431,9528.0614,,,
XTE J1543-568,MAXI_J1535m571_SADA_17295,80302311001,3.236897491,124.4401,,,
XTE J1543-568,MAXI_J1535m571,80402302009,1.331073073,1769.2674,,,
XTE J1543-568,MAXI_J1535m571_SLPA030,80302312002,3.008176333,12885.6455,,,
XTE J1543-568,MAXI_J1535m571,80402302010,1.333139262,3406.8287,,,
XTE J1543-568,MAXI_J1535m571,90301327002,1.300900506,904.5463,,,
XTE J1543-568,MAXI_J1535m571,90301327004,1.29624457,906.2979,,,
XTE J1543-568,MAXI_J1535m571,90501314002,1.263732385,52710.8748,,,
XTE J1543-568,239.650538,470.0737139,,,,,
,,,,,,,
IGR J16287-5021,Norma_MOS008,40014008002,3.040512032,16573.1363,,,
IGR J16287-5021,Norma_MOS009,40014009001,3.092718806,14653.1126,,,
IGR J16287-5021,Norma_MOS003,40014003001,2.895281654,20846.0837,,,
IGR J16287-5021,Norma_MOS004,40014004001,2.896414282,19440.002,,,
IGR J16287-5021,Norma_MOS005,40014005001,2.942909071,21241.2728,,,
IGR J16287-5021,Norma_MOS006,40014006001,2.991996142,18958.6887,,,
IGR J16287-5021,Norma_MOS007,40014007001,2.998831019,22639.8596,,,
IGR J16287-5021,Norma_MOS001,40014001001,2.793173974,18406.6446,,,
IGR J16287-5021,Norma_MOS002,40014002001,2.841948683,19497.4487,,,
IGR J16287-5021,NuSTARJ163433m473841,30001012002,2.913776897,16599.8604,,,
IGR J16287-5021,4U1630m47,30001016002,3.128692829,22071.8302,,,
IGR J16287-5021,CXOUJ163802d6m471358,40001022002,3.52656986,102818.8097,,,
IGR J16287-5021,Norma_MOS021,40014021002,3.468860134,30040.6306,,,
IGR J16287-5021,Norma_MOS022,40014022001,3.635875371,29049.239,,,
IGR J16287-5021,Norma_MOS023,40014023001,3.536785186,29333.8332,,,
IGR J16287-5021,Norma_MOS024,40014024001,3.56204191,29494.5026,,,
IGR J16287-5021,Norma_MOS025,40014025001,3.491867112,29787.579,,,
IGR J16287-5021,Norma_MOS026,40014026001,3.703176256,30459.0692,,,
IGR J16287-5021,Norma_MOS027,40014027001,3.617657617,31097.9593,,,
IGR J16287-5021,Norma_MOS028,40014028002,3.440498322,29770.1392,,,
IGR J16287-5021,Norma_MOS029,40014029001,3.935245756,29445.1367,,,
IGR J16287-5021,Norma_MOS035,40014035001,3.99347302,39864.2636,,,
IGR J16287-5021,CXOUJ163515d1m472304,30001017002,3.203660395,49833.6938,,,
IGR J16287-5021,IGRJ16318m4848,30001006002,1.60819924,56571.2125,,,
IGR J16287-5021,4U1608m52,90002002002,3.236878585,34674.981,,,
IGR J16287-5021,CXOUJ163750d8m465545,30001033002,3.802054164,51986.3588,,,
IGR J16287-5021,4U1630m47,90002004002,3.135350781,15735.4942,,,
IGR J16287-5021,4U1630m47,90002004004,3.143026198,16117.8668,,,
IGR J16287-5021,CXOUJ163601d2m474853,30160003002,2.821648659,78982.2041,,,
IGR J16287-5021,IGR_J16320m4751,30101026002,2.533837247,49893.7826,,,
IGR J16287-5021,CXOUJ163543d2m473411,30160002002,3.021762796,99512.5897,,,
IGR J16287-5021,4U_1636m53,30101024002,3.908607662,19800.1954,,,
IGR J16287-5021,CXOUJ163709d7m473157,30160001002,3.143032581,50437.18,,,
IGR J16287-5021,4U1636m53,30102014002,3.886712544,27439.8513,,,
IGR J16287-5021,4U1636m53,30102014004,3.884158104,30338.7499,,,
IGR J16287-5021,4U1636m53,30102014006,3.886203748,28924.9996,,,
IGR J16287-5021,1E161348m5055,90201028002,1.862412251,65937.5696,,,
IGR J16287-5021,PSR_J1622m4950,80202051002,1.032705486,52785.5622,,,
IGR J16287-5021,PSR_J1622m4950,80202051004,1.03916657,69665.8765,,,
IGR J16287-5021,1E_161348m5055,30301017002,1.838100819,65633.0912,,,
IGR J16287-5021,PSR_J1622m4950,80202051006,1.068912245,126333.5954,,,
IGR J16287-5021,MAXI_J1621m501,90301322001,1.392007601,19463.8027,,,
